tenure,maritalstatus_Single,preferredlogindevice_Computer,numberofaddress,complain,maritalstatus_Married,gender_Male,cashbackamount,daysincelastorder,couponused,preferredlogindevice_Mobile,gender_Female,preferredpaymentmode_E_wallet,preferedordercat_Fashion,maritalstatus_Divorced,numberofdeviceregistered,preferredpaymentmode_Cash_on_Delivery,preferredpaymentmode_Debit_Card,satisfactionscore,warehousetohome,churn
4.273956868339819,0.0,0.0,8.0,0.0,1.0,1.0,230.49601068245832,9.064583751902909,3.266145937975727,1.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,3.0,7.0,1
4.0,0.0,0.0,5.0,1.0,1.0,0.0,127.78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,8.0,1
6.792332861375465,1.0,1.0,3.0,0.0,1.0,1.0,143.43795498777033,0.17252387694636206,0.34504775389272413,1.0,1.0,0.0,0.0,0.0,3.3450477538927244,0.0,1.0,4.0,31.309904492214553,1
1.0,0.0,1.0,3.0,0.0,1.0,1.0,144.28017754247807,1.0,2.0,0.0,0.0,1.0,0.0,1.0,4.567974297316081,0.0,1.0,5.0,17.703922891948242,1
10.0,0.0,1.0,4.0,0.0,1.0,1.0,215.51359270516122,8.0,2.4445364202699325,1.0,1.0,0.0,1.0,0.0,3.7036423864867114,0.0,1.0,4.0,30.07450329459302,1
5.061684271348684,1.0,0.0,6.0,0.0,1.0,0.0,152.8219453045171,1.1233685426973679,1.0,1.0,1.0,1.0,0.0,0.0,5.469157864325658,0.0,1.0,1.0,9.370105628092103,1
0.18125977051594921,0.0,0.0,3.0,0.0,1.0,1.0,144.39695889742993,3.0875586230956955,1.0,1.0,0.0,0.0,0.0,1.0,4.271889655773924,0.0,1.0,5.0,15.0,1
4.9178360325683155,1.0,1.0,1.0,1.0,0.0,1.0,237.5556794656402,13.884970445595641,3.4424852227978207,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,18.04929838045901,1
7.0,1.0,1.0,2.0,0.0,0.0,1.0,118.97248558187289,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,13.220987483148757,1
0.0,1.0,0.0,2.0,0.0,0.0,1.0,123.94298364260352,0.969723632797977,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.16227602714021083,1
7.0,0.0,1.0,5.0,0.0,1.0,1.0,120.87661951572912,1.1375322604168843,0.5687661302084421,1.0,0.0,0.0,0.0,0.0,3.4312338697915576,0.0,1.0,5.0,11.568766130208441,1
10.0,1.0,1.0,5.0,1.0,0.0,0.0,163.97,3.0,0.6524812046862454,0.0,1.0,0.0,0.0,0.0,1.5,0.0,1.0,3.0,33.0,1
1.0,1.0,1.0,3.0,0.0,1.0,1.0,140.32997256714393,1.0,1.0503495269693532,1.0,0.0,0.0,0.0,0.0,5.5,0.0,1.0,2.0,29.100699053938705,1
1.0,1.0,0.0,7.0,0.0,1.0,1.0,165.4952060550872,2.9472347421403975,2.0527652578596025,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,9.947234742140397,1
0.6920112559466547,1.0,1.0,2.0,0.0,0.0,1.0,149.0998843898192,2.3840225118933094,1.0,1.0,1.0,0.0,0.0,1.0,3.692011255946655,0.0,1.0,3.0,12.307988744053345,1
7.0,1.0,0.0,5.0,1.0,1.0,1.0,120.75624615421138,2.084142011131944,0.0,1.0,1.0,0.0,0.0,0.0,3.542071005565972,0.0,1.0,3.0,29.084142011131945,1
1.0,1.0,1.0,2.0,0.0,0.0,1.0,170.27645687798628,9.41434861774726,2.9336959349097356,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,31.906086504144422,1
1.6139703063252326,0.0,1.0,6.0,0.0,1.0,1.0,221.86371336215365,8.227940612650466,3.5,1.0,0.0,0.0,0.0,0.0,3.7720593873495347,0.0,1.0,2.0,7.613970306325233,1
1.0,1.0,0.0,3.0,0.0,0.0,0.0,151.54752516730713,13.229993172249221,3.5,1.0,1.0,0.0,0.0,0.0,2.5057162365002226,0.0,1.0,4.0,23.25285811825011,1
10.0,1.0,0.0,4.0,0.0,1.0,1.0,223.9453034682229,8.0,2.0559206141389437,1.0,0.0,1.0,1.0,0.0,4.422368245655577,0.0,0.0,1.0,16.0,1
1.0,0.0,0.0,3.0,0.0,1.0,1.0,147.68551025758177,1.7184174939653807,1.3592087469826903,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,23.64079125301731,1
0.17644777338818096,0.0,1.0,1.0,1.0,1.0,1.0,146.66757884243066,1.823552226611819,0.17644777338818096,1.0,1.0,1.0,0.0,1.0,3.352895546776362,0.0,0.0,3.0,24.352895546776363,1
2.6413923215335586,0.0,0.0,9.0,0.0,1.0,1.0,149.58329063287664,3.8965191961661034,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,5.0,12.282784643067117,1
1.0,1.0,1.0,3.0,0.0,1.0,1.0,149.94494437985048,2.477350398122401,1.4773503981224012,1.0,0.0,0.0,0.0,0.0,4.522649601877599,0.0,0.0,2.0,23.567948805632795,1
2.455733765345109,1.0,0.0,2.0,0.0,0.0,1.0,111.9992767806457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,12.895085343989907,1
1.0,1.0,0.0,2.0,1.0,0.0,1.0,220.82,8.0,3.181279898279547,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,5.0,11.0,1
1.0,1.0,0.0,4.0,0.0,1.0,1.0,207.117600151171,3.4171435770046537,1.1942854743317821,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,17.359998320322475,1
7.0,1.0,1.0,3.0,0.0,0.0,1.0,119.80587538961072,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,14.671820517202388,1
0.0,1.0,0.0,2.0,0.0,1.0,0.0,127.45763068726723,2.0,1.790940626293154,1.0,1.0,1.0,0.0,0.0,3.418118747413692,1.0,0.0,3.0,15.0,1
0.0,0.0,1.0,1.0,0.0,1.0,1.0,124.0774932280373,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.084688341875307,0.0,0.0,3.0,-0.42668286575304626,1
0.0,1.0,0.0,4.0,1.0,0.0,0.0,198.54,2.0,0.9333862417688168,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,19.0,1
1.0,1.0,1.0,7.0,0.0,0.0,1.0,166.2928046427288,2.517867901080158,2.482132098919842,1.0,0.0,0.0,0.0,0.0,4.517867901080158,1.0,0.0,3.0,10.035735802160316,1
0.0,1.0,0.0,2.0,1.0,0.0,1.0,123.77863609728202,0.8409087104029072,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,0.1594367355763465,1
0.0,1.0,0.0,3.0,1.0,1.0,1.0,133.61566347037498,5.89380651776968,1.221238696446064,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,12.557522607107872,1
1.0,1.0,1.0,4.0,1.0,1.0,1.0,167.6172931266588,6.095043631658001,2.9285130894974003,1.0,0.0,0.0,0.0,0.0,4.3809912736684,0.0,0.0,2.0,19.7619825473368,1
7.0,1.0,1.0,2.0,1.0,1.0,0.0,121.5484057388937,1.6168114777873819,1.0,1.0,1.0,0.0,0.0,0.0,3.8084057388936907,1.0,1.0,4.0,6.383188522212619,1
19.118118053744865,0.0,0.0,10.0,0.0,1.0,1.0,148.60517919488623,8.823623610748973,3.23543541612346,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,13.47087083224692,1
1.0,0.0,0.0,5.0,0.0,1.0,1.0,148.6930766645587,3.615388924021232,2.0,1.0,0.0,0.0,0.0,0.0,4.615388924021232,1.0,0.0,2.0,23.615388924021232,1
1.0,0.0,1.0,3.0,1.0,1.0,1.0,147.5259636624819,8.0,1.459124023286681,1.0,1.0,0.0,0.0,1.0,5.22956201164334,0.0,0.0,3.0,13.377372069860042,1
0.0,1.0,1.0,2.0,1.0,0.0,0.0,129.26,0.0,0.3032858908492829,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,12.0,1
1.0,1.0,0.0,2.0,1.0,0.0,1.0,159.60491640136817,3.0,1.067445121580688,1.0,0.0,0.0,0.0,0.0,4.067445121580688,1.0,1.0,3.0,11.66277439209656,1
7.0,0.0,1.0,7.0,0.0,1.0,1.0,120.49711844773202,1.7627124685168394,0.0,0.0,0.0,0.0,0.0,0.0,3.1186437657415804,0.0,1.0,5.0,8.35593129722474,1
19.0,1.0,0.0,2.0,0.0,1.0,1.0,125.70569856904365,0.5300046159882399,0.23187701949485495,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.24486441148843174,1
7.0,1.0,1.0,2.0,1.0,1.0,0.0,121.42386645183535,1.3677329036706865,1.0,1.0,1.0,0.0,0.0,0.0,3.6838664518353434,1.0,1.0,4.0,6.632267096329313,1
0.0,0.0,1.0,3.0,0.0,1.0,1.0,124.73740331851236,0.0,0.4684278473132688,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.5438133759427208,1
0.032659060784495875,1.0,1.0,6.0,0.0,1.0,1.0,153.2795954364707,2.032659060784496,0.032659060784495875,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,14.0,1
2.048807616355983,1.0,0.0,3.0,1.0,1.0,1.0,187.71545781944678,0.9511923836440166,1.4755961918220084,1.0,0.0,1.0,1.0,0.0,4.475596191822008,0.0,1.0,3.0,30.524403808177993,1
1.0,1.0,1.0,4.0,0.0,1.0,1.0,148.33389350434857,3.5922518949972675,0.8154962100054646,1.0,1.0,0.0,0.0,0.0,3.4077481050027325,0.0,1.0,4.0,7.5922518949972675,1
1.0,1.0,0.0,3.0,0.0,0.0,0.0,152.4490193861555,3.0,2.1612188119751226,1.0,1.0,1.0,0.0,1.0,4.241828217962684,1.0,0.0,3.0,16.0,1
5.061542378996059,1.0,1.0,2.0,0.0,1.0,1.0,165.35251531462748,2.9692288105019706,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,31.03077118949803,1
1.0,1.0,1.0,3.0,0.0,0.0,1.0,139.18240205349466,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4.043273638947571,0.0,1.0,3.0,9.913452722104857,1
0.4378111889354749,1.0,0.0,2.0,1.0,0.0,1.0,158.3024880422029,3.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,11.437811188935475,1
17.0,1.0,0.0,8.0,1.0,0.0,1.0,229.48,3.0,1.5704934471121084,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,5.0,31.0,1
1.0,0.0,1.0,2.0,1.0,1.0,1.0,153.53,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,10.0,1
0.0,1.0,0.0,2.0,0.0,0.0,0.0,127.49518005924705,2.0,1.4176669958169947,1.0,1.0,1.0,0.0,1.0,3.8353339916339895,1.0,0.0,3.0,15.0,1
13.116358485164495,1.0,1.0,3.0,1.0,0.0,1.0,147.80943110749845,0.3490754554934876,1.0,1.0,0.0,1.0,0.0,1.0,3.2327169703289917,0.0,0.0,3.0,6.4654339406579835,1
1.0,1.0,0.0,7.0,1.0,0.0,1.0,223.86478179283435,3.0,1.6127958355365104,1.0,1.0,1.0,0.0,0.0,4.61279583553651,0.0,0.0,3.0,13.259245809098385,1
0.061517841785845406,1.0,1.0,6.0,0.0,1.0,1.0,166.94585089638926,0.9384821582141546,1.0,1.0,1.0,1.0,0.0,0.0,3.9384821582141547,0.0,0.0,5.0,32.184553525357536,1
2.0146668025850847,0.0,0.0,4.0,1.0,1.0,1.0,185.7293513213316,1.6617777324716385,2.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0,29.661777732471638,1
1.153606096628843,0.0,0.0,9.0,0.0,1.0,1.0,151.8372867636073,7.615984758427892,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,5.0,9.307212193257687,1
11.226668975074586,0.0,0.0,2.0,1.0,1.0,1.0,125.44680180055819,1.2906675900298343,0.0,1.0,0.0,1.0,0.0,1.0,3.645333795014917,0.0,0.0,2.0,7.936001385044752,1
1.0,0.0,0.0,7.0,0.0,1.0,0.0,150.46,2.0,1.5506633794408515,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,4.0,32.0,1
0.5967922438667478,0.0,1.0,3.0,0.0,1.0,1.0,142.67017157900406,1.403207756133252,1.1935844877334956,1.0,0.0,1.0,0.0,0.0,3.596792243866748,0.0,0.0,5.0,17.209623268399756,1
0.0,1.0,0.0,2.0,1.0,1.0,1.0,123.75661695832396,1.8336440104751723,0.8336440104751723,1.0,0.0,0.0,0.0,0.0,3.1663559895248277,0.0,0.0,3.0,0.1594367355763465,1
1.2973029670300757,1.0,0.0,2.0,0.0,0.0,1.0,127.92617903171042,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4.629342009419979,0.0,1.0,3.0,15.18532899529001,1
0.0,1.0,0.0,2.0,0.0,0.0,1.0,127.32593235949471,0.38816897989677857,0.6118310201032214,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,26.71718285927745,1
0.37345794513270525,1.0,0.0,1.0,0.0,0.0,1.0,137.90873645056632,1.6265420548672949,0.7469158902654105,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,7.120373835398116,1
0.25533637376324414,1.0,0.0,2.0,0.0,0.0,1.0,139.71381790210336,1.7446636262367559,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,12.978654504947023,1
8.21174863642626,0.0,1.0,10.0,0.0,1.0,1.0,229.77129781362194,8.21174863642626,2.7882513635737416,1.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,4.0,7.8469945457050345,1
0.645102316513446,1.0,0.0,2.0,1.0,0.0,1.0,158.7108515635315,3.0,0.645102316513446,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,11.645102316513446,1
0.5868274827922805,0.0,0.0,5.0,0.0,1.0,1.0,184.3856939936075,1.7604824483768415,1.5868274827922804,1.0,0.0,1.0,1.0,0.0,4.173654965584561,0.0,0.0,4.0,20.82634503441544,1
12.97253122468778,0.0,1.0,3.0,0.0,1.0,1.0,150.85626105972273,7.6758229251040735,2.4862656123438898,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,14.0,1
1.0255205271072796,1.0,1.0,4.0,0.0,0.0,1.0,165.87978504478033,0.6581598242975735,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,30.632639297190295,1
0.929891860358743,1.0,0.0,7.0,0.0,0.0,1.0,178.5390303957722,3.0,1.859783720717486,1.0,1.0,1.0,0.0,0.0,4.859783720717486,1.0,0.0,5.0,15.0,1
1.2094813691376844,0.0,0.0,7.0,0.0,0.0,1.0,124.60126822791224,1.6047406845688421,0.6047406845688422,1.0,1.0,0.0,0.0,1.0,3.395259315431158,1.0,0.0,4.0,-0.039055471034059625,1
0.0,0.0,1.0,2.0,0.0,1.0,1.0,125.3226899238565,0.36355773443472383,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.09977200755355918,1
0.0,1.0,0.0,1.0,1.0,0.0,1.0,137.3,2.0,0.1568127053168057,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,6.0,1
0.0,1.0,0.0,2.0,0.0,0.0,0.0,127.5689143869527,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.654604299474492,1.0,0.0,3.0,15.0,1
1.083830433432515,1.0,1.0,2.0,0.0,0.0,1.0,159.9681396710441,4.958084783283742,1.9580847832837425,1.0,0.0,0.0,0.0,0.0,4.958084783283742,0.0,0.0,4.0,35.748508699702455,1
13.0,0.0,1.0,6.0,0.0,1.0,1.0,167.56504435561345,1.8383657518042427,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,9.93428013131485,1
0.0,1.0,0.0,1.0,0.0,1.0,1.0,129.11762438533407,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.7523054836497773,0.0,0.0,4.0,24.0,1
0.879330215678474,1.0,0.0,3.0,0.0,0.0,1.0,159.5591858197851,1.241339568643052,0.879330215678474,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,9.241339568643053,1
0.0,1.0,1.0,7.0,0.0,1.0,1.0,199.6945728762822,1.1140810265500702,1.0,1.0,0.0,1.0,1.0,0.0,3.557040513275035,0.0,0.0,3.0,11.543675893799719,1
0.768619363623152,1.0,1.0,2.0,0.0,0.0,1.0,200.33693261186826,7.768619363623152,2.231380636376848,1.0,1.0,0.0,1.0,1.0,2.462761272753696,0.0,1.0,3.0,8.231380636376848,1
1.0,1.0,1.0,10.0,0.0,0.0,1.0,174.69,3.0,1.4975727128336236,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,5.0,36.0,1
5.0,1.0,1.0,1.0,1.0,0.0,1.0,237.57999999999998,14.0,2.402770460445326,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,18.0,1
0.9581180089194338,1.0,1.0,3.0,1.0,1.0,1.0,147.6687489373037,3.167527964322265,2.0628229866208496,1.0,0.0,0.0,0.0,0.0,3.958118008919434,0.0,1.0,1.0,14.167527964322264,1
1.0,0.0,1.0,10.0,0.0,1.0,1.0,172.07,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.779553995754581,0.0,0.0,3.0,18.0,1
13.0,0.0,1.0,7.0,0.0,1.0,1.0,167.35739639495205,1.2276364557413098,0.8861817721293451,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,7.796727595094584,1
0.0,1.0,0.0,2.0,0.0,1.0,0.0,127.42065695885832,2.7883506299901164,2.0985438287487646,1.0,1.0,0.0,0.0,0.0,2.9014561712512354,1.0,1.0,3.0,15.459871200827568,1
0.08357945546793377,1.0,1.0,8.0,0.0,1.0,1.0,149.75435618071032,2.0,1.0835794554679339,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,34.7492616335962,1
1.0,0.0,0.0,3.0,0.0,1.0,1.0,224.6410575119273,7.546878464707135,3.5,1.0,0.0,0.0,1.0,0.0,5.182292821569045,0.0,1.0,3.0,8.458342572552361,1
0.3701793455652923,1.0,1.0,4.0,0.0,1.0,1.0,181.9949865193879,0.3701793455652923,1.3701793455652922,1.0,1.0,1.0,1.0,0.0,3.370179345565292,1.0,0.0,3.0,21.259641308869416,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,127.90191697248426,0.0,0.4032106331838228,0.0,1.0,0.0,0.0,0.0,3.4032106331838228,0.0,1.0,3.0,25.016053165919114,1
1.0,1.0,0.0,2.0,1.0,1.0,1.0,159.278770877621,2.504795764607576,1.247602117696212,1.0,0.0,0.0,0.0,0.0,4.247602117696212,1.0,0.0,3.0,12.990408470784848,1
1.4687059816490682,1.0,1.0,2.0,0.0,0.0,1.0,137.37704972256157,1.9374119632981361,0.5312940183509319,1.0,0.0,0.0,0.0,0.0,2.468705981649068,1.0,0.0,5.0,30.062588036701865,1
5.322561928771705,1.0,0.0,6.0,0.0,1.0,0.0,152.99934211156477,1.645123857543411,1.0,1.0,1.0,1.0,0.0,0.0,5.338719035614147,0.0,1.0,2.0,10.935371572630233,1
7.0,1.0,1.0,3.0,0.0,1.0,1.0,120.08020661499519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,12.285373711546386,1
0.0,1.0,0.0,2.0,1.0,0.0,1.0,157.44,3.0,0.26850353595686094,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,11.0,1
1.175528482395451,0.0,0.0,7.0,1.0,1.0,0.0,152.8911723409148,2.4734145528136473,1.0,1.0,1.0,0.0,0.0,0.0,4.648943035209098,0.0,0.0,3.0,7.351056964790902,1
19.121382460383103,0.0,1.0,7.0,1.0,1.0,1.0,199.03737385298797,8.26781871698592,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,13.292872513205632,1
1.0,1.0,1.0,3.0,1.0,0.0,0.0,153.63530271331933,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.167070284425772,0.0,1.0,2.0,12.167070284425773,1
1.0,0.0,1.0,3.0,0.0,1.0,0.0,153.08197299422196,3.0,1.5402965317903072,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,15.080593063580615,1
1.0,1.0,1.0,3.0,1.0,1.0,1.0,163.9166119999988,7.223329545451121,1.1553340909097756,1.0,1.0,0.0,0.0,0.0,5.422332954545112,0.0,1.0,4.0,22.68933181818045,1
18.41218976195391,1.0,1.0,6.0,0.0,0.0,1.0,227.8489569547093,6.274793174635942,2.4217457341474633,1.0,1.0,0.0,1.0,1.0,5.215650853170508,0.0,1.0,3.0,14.431301706341015,1
7.379040485383035,1.0,1.0,2.0,1.0,0.0,0.0,122.22517182129029,2.0,1.379040485383035,0.0,1.0,0.0,0.0,0.0,3.620959514616965,1.0,1.0,4.0,6.379040485383035,1
7.0,0.0,0.0,4.0,1.0,1.0,1.0,120.9015773203152,2.0,0.08493926748277758,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,12.084939267482778,1
1.0,1.0,0.0,6.0,0.0,1.0,1.0,148.71522439338779,2.748830732451599,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,32.0,1
20.0,0.0,1.0,10.0,1.0,1.0,1.0,123.80000000000001,0.0,0.8442123252861431,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.1594367355763465,1
9.0,1.0,0.0,3.0,0.0,1.0,1.0,198.65122186913015,4.936082290037616,3.2579897137452978,1.0,0.0,1.0,1.0,0.0,3.484020572509404,0.0,0.0,1.0,15.0,1
6.429522787243702,0.0,0.0,4.0,0.0,1.0,1.0,189.02351609642642,3.915427344692442,2.48590455744874,1.0,1.0,1.0,0.0,0.0,4.02819088510252,0.0,0.0,3.0,28.028190885102518,1
0.308468281489484,1.0,0.0,1.0,0.0,1.0,1.0,140.9357446134614,1.6915317185105159,1.0,1.0,1.0,0.0,0.0,0.0,3.308468281489484,0.0,1.0,3.0,9.308468281489484,1
2.7078311975239373,1.0,0.0,8.0,0.0,0.0,1.0,189.18197312859309,3.1347889969049216,1.0,1.0,1.0,0.0,0.0,0.0,4.8595633009285235,0.0,1.0,2.0,7.573042200619016,1
1.0,1.0,1.0,6.0,0.0,1.0,1.0,148.63300844785104,8.0,1.6747888037237888,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,9.300844785104845,1
1.0,1.0,1.0,8.0,0.0,1.0,1.0,224.12536987408072,3.0,2.9214611715166954,1.0,0.0,1.0,1.0,0.0,4.9607305857583475,0.0,0.0,3.0,9.314155313933218,1
0.0,1.0,0.0,2.0,0.0,0.0,1.0,127.37968112967107,1.456002789311288,1.728001394655644,1.0,1.0,1.0,0.0,0.0,4.456002789311288,0.0,0.0,4.0,14.456002789311288,1
1.0,1.0,1.0,3.0,0.0,0.0,1.0,138.59389121647803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.490431434890114,0.0,1.0,3.0,8.012758086813182,1
1.0,1.0,1.0,3.0,0.0,0.0,1.0,161.99506568686655,7.0216452129431435,3.5,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,10.978354787056857,1
1.0,1.0,1.0,2.0,1.0,0.0,1.0,148.05175210936724,2.931494419639495,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,16.034252790180254,1
12.024223512638475,1.0,1.0,3.0,0.0,1.0,1.0,194.23635161083556,5.185465892416915,1.79031059494461,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,15.0,1
7.0,1.0,1.0,2.0,0.0,0.0,1.0,113.83764609047549,0.0,0.271629145660354,1.0,1.0,0.0,0.0,0.0,3.543258291320708,0.0,1.0,3.0,7.456741708679292,1
18.270969507947875,0.0,0.0,10.0,0.0,1.0,1.0,148.8118834400607,8.654193901589576,2.9812908523843626,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,12.962581704768725,1
1.0,1.0,1.0,9.0,0.0,1.0,1.0,172.07190153040438,2.013279471257928,1.0,1.0,0.0,0.0,0.0,0.0,4.67773289271494,0.0,0.0,5.0,35.67109315708598,1
16.778279827816085,1.0,0.0,6.0,0.0,1.0,1.0,204.21538485854254,2.7782798278160836,0.680994849339073,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,4.0,29.80543004304598,1
1.0,1.0,0.0,3.0,0.0,1.0,1.0,147.84427755395453,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.4201343670383615,0.0,1.0,3.0,31.840268734076723,1
3.399150896601312,1.0,1.0,2.0,0.0,0.0,1.0,219.45848186617877,8.0,3.5,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,11.0,1
0.2167020170439523,1.0,0.0,3.0,1.0,0.0,1.0,145.72435525056724,1.7832979829560478,1.2167020170439522,1.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,3.0,26.433404034087904,1
17.670357746839407,1.0,1.0,5.0,0.0,0.0,1.0,175.45118909326925,3.2022146481036438,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,8.468143098735762,1
1.0580061772381102,1.0,1.0,6.0,0.0,0.0,0.0,182.62225371188777,1.0386707848254066,0.9903323037936483,1.0,1.0,0.0,1.0,1.0,3.9903323037936484,1.0,0.0,3.0,20.009667696206353,1
0.180387191350458,1.0,0.0,2.0,0.0,0.0,1.0,111.10194732407065,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.9742304012356486,0.0,1.0,1.0,8.02576959876435,1
0.0,1.0,1.0,1.0,0.0,0.0,1.0,123.23414115226005,0.7929423869977581,0.603528806501121,0.0,1.0,0.0,0.0,0.0,4.603528806501121,1.0,0.0,5.0,-0.19430332788089474,1
13.340494018348673,1.0,1.0,3.0,1.0,0.0,1.0,148.82924778348647,1.0214820550460186,0.3404940183486729,1.0,0.0,1.0,0.0,1.0,3.6809880366973458,0.0,0.0,3.0,7.3619760733946915,1
0.6880455570741288,1.0,1.0,5.0,1.0,1.0,1.0,178.19273630587688,4.247817771703485,1.779886107314678,1.0,1.0,0.0,1.0,0.0,4.7201138926853226,0.0,0.0,1.0,21.37609111414826,1
20.638837263632734,1.0,0.0,5.0,0.0,0.0,1.0,150.00790151760825,1.240775157578178,1.8796124212109109,1.0,0.0,0.0,0.0,0.0,3.879612421210911,1.0,0.0,2.0,8.879612421210911,1
4.754119133892521,1.0,0.0,9.0,0.0,0.0,1.0,185.38610900662937,5.692648917365652,1.0,1.0,1.0,0.0,0.0,0.0,4.092205324790305,0.0,1.0,1.0,7.061470216526869,1
1.0,1.0,0.0,3.0,1.0,1.0,1.0,148.9019515113995,7.094083604749586,3.228225081424876,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,23.81881672094992,1
1.0,1.0,0.0,3.0,0.0,0.0,1.0,136.02,1.0,1.622753403239841,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,9.0,1
0.22267607912308496,1.0,0.0,6.0,0.0,1.0,1.0,134.46522961688294,2.5546478417538303,0.22267607912308496,1.0,0.0,0.0,0.0,0.0,4.777323920876915,0.0,0.0,1.0,16.0,1
0.0,1.0,0.0,2.0,0.0,1.0,1.0,142.19144328340425,6.156701497872374,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,16.921649251063812,1
